gender,人口,時間軸（年月日現在）,,全国・都道府県,総数,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85歳以上
男女計,日本人人口,2023年10月1日現在,,岡山県,"1,814",64,74,81,84,88,85,84,97,106,129,134,110,107,110,134,121,91,113
男女計,日本人人口,2023年10月1日現在,,広島県,"2,682",93,112,124,125,122,120,126,144,161,197,208,171,159,160,198,176,133,155
男女計,日本人人口,2023年10月1日現在,,山口県,"1,279",40,48,55,57,51,49,52,63,72,88,93,79,79,86,111,94,74,91
男女計,日本人人口,2023年10月1日現在,,徳島県,688,21,25,27,29,28,27,28,34,40,47,48,44,45,50,61,48,37,49
男女計,日本人人口,2023年10月1日現在,,香川県,910,30,36,40,42,36,36,40,48,54,67,68,57,55,59,74,64,46,59
男女計,日本人人口,2023年10月1日現在,,愛媛県,"1,277",39,48,55,56,48,49,54,64,74,90,93,82,83,88,109,89,67,87
男女計,日本人人口,2023年10月1日現在,,高知県,660,20,24,26,28,25,24,25,32,37,47,47,41,44,46,57,50,37,51
男女計,日本人人口,2023年10月1日現在,,福岡県,"5,011",187,219,232,231,256,252,251,290,323,363,363,306,293,302,368,288,223,264
男女計,日本人人口,2023年10月1日現在,,佐賀県,786,29,35,38,39,33,32,35,42,48,53,51,48,51,55,64,46,37,49
男女計,日本人人口,2023年10月1日現在,,長崎県,"1,254",43,52,57,57,45,45,51,63,71,82,85,80,87,95,110,81,65,85
男女計,日本人人口,2023年10月1日現在,,熊本県,"1,685",63,75,81,78,69,67,75,91,101,112,109,104,110,119,135,102,81,114
男女計,日本人人口,2023年10月1日現在,,大分県,"1,079",36,43,48,48,42,41,45,55,64,74,74,65,69,76,92,74,57,75
男女計,日本人人口,2023年10月1日現在,,宮崎県,"1,032",38,45,50,48,37,39,43,54,62,70,67,62,69,76,87,66,52,70
男女計,日本人人口,2023年10月1日現在,,鹿児島県,"1,533",56,67,74,69,56,57,64,80,91,98,96,95,105,120,129,93,75,107
男女計,日本人人口,2023年10月1日現在,,沖縄県,"1,443",71,80,83,77,68,71,77,90,94,104,102,88,89,91,92,54,48,63
男女計,日本人人口,2024年10月1日現在,,全国,"120,296","3,841","4,620","5,103","5,325","5,690","5,909","5,928","6,537","7,369","8,543","9,608","8,339","7,458","7,192","8,143","7,846","6,112","6,734"
男女計,日本人人口,2024年10月1日現在,,北海道,"4,980",134,169,192,203,211,211,223,255,294,350,385,343,334,332,399,356,267,321
男女計,日本人人口,2024年10月1日現在,,青森県,"1,157",30,39,45,46,41,41,46,56,67,78,86,82,84,89,100,85,64,78
男女計,日本人人口,2024年10月1日現在,,岩手県,"1,134",30,39,46,48,41,41,47,55,66,77,81,76,80,85,95,79,63,83
男女計,日本人人口,2024年10月1日現在,,宮城県,"2,219",65,83,93,99,113,110,109,126,144,161,167,144,140,145,162,134,101,122
男女計,日本人人口,2024年10月1日現在,,秋田県,891,20,27,32,34,27,28,32,41,50,60,62,58,66,73,83,70,53,75
男女計,日本人人口,2024年10月1日現在,,山形県,"1,001",28,36,41,44,38,36,41,51,59,67,68,64,69,75,85,70,53,75
男女計,日本人人口,2024年10月1日現在,,福島県,"1,724",49,64,71,75,66,66,77,91,103,117,124,115,122,131,144,113,88,110
男女計,日本人人口,2024年10月1日現在,,茨城県,"2,716",81,101,114,122,120,117,124,145,166,193,216,184,169,179,208,187,144,145
男女計,日本人人口,2024年10月1日現在,,栃木県,"1,830",54,69,77,83,79,77,85,101,115,133,145,124,116,124,141,124,90,94
男女計,日本人人口,2024年10月1日現在,,群馬県,"1,811",54,66,76,84,80,74,80,92,106,128,147,126,113,117,136,130,99,104
男女計,日本人人口,2024年10月1日現在,,埼玉県,"7,083",225,269,295,313,351,368,368,393,441,519,604,510,421,391,455,459,369,333
男女計,日本人人口,2024年10月1日現在,,千葉県,"6,057",192,228,249,266,304,313,308,335,376,438,508,430,360,338,394,400,317,300
男女計,日本人人口,2024年10月1日現在,,東京都,"13,463",430,498,512,521,759,952,872,866,934,"1,027","1,132",988,791,643,673,686,558,621
男女計,日本人人口,2024年10月1日現在,,神奈川県,"8,941",282,334,367,389,469,511,475,498,563,659,775,685,550,465,516,528,432,442
男女計,日本人人口,2024年10月1日現在,,新潟県,"2,078",59,74,86,90,81,79,89,106,122,145,153,140,136,146,168,148,112,142
男女計,日本人人口,2024年10月1日現在,,富山県,974,29,35,39,43,40,39,41,47,55,69,80,66,61,62,72,76,57,64
男女計,日本人人口,2024年10月1日現在,,石川県,"1,079",35,42,47,51,53,49,49,54,62,77,87,71,66,66,74,78,57,61
男女計,日本人人口,2024年10月1日現在,,福井県,721,24,29,32,35,30,29,32,37,42,49,54,47,47,48,53,49,38,45
男女計,日本人人口,2024年10月1日現在,,山梨県,769,24,28,31,35,35,32,34,38,43,51,59,55,52,52,58,52,42,48
男女計,日本人人口,2024年10月1日現在,,長野県,"1,945",61,75,84,89,76,75,83,96,111,136,151,134,125,126,141,138,111,135
男女計,日本人人口,2024年10月1日現在,,岐阜県,"1,846",57,71,83,87,82,74,77,91,105,128,146,127,119,117,136,134,103,110
男女計,日本人人口,2024年10月1日現在,,静岡県,"3,411",102,129,149,155,140,138,153,179,203,238,272,240,219,220,249,239,188,201
男女計,日本人人口,2024年10月1日現在,,愛知県,"7,160",251,298,326,337,368,383,381,409,449,518,598,504,426,377,420,436,344,335
男女計,日本人人口,2024年10月1日現在,,三重県,"1,649",51,63,72,76,71,69,74,84,95,115,132,115,107,104,117,115,91,98
男女計,日本人人口,2024年10月1日現在,,滋賀県,"1,360",50,59,66,68,68,65,66,76,85,99,108,90,81,79,88,84,63,66
男女計,日本人人口,2024年10月1日現在,,京都府,"2,441",73,90,100,111,134,130,115,124,141,170,197,168,146,135,159,172,134,142
男女計,日本人人口,2024年10月1日現在,,大阪府,"8,453",282,318,347,371,444,477,446,460,503,595,718,613,501,432,508,547,451,441
男女計,日本人人口,2024年10月1日現在,,兵庫県,"5,204",172,205,229,240,238,227,236,269,307,364,427,370,328,310,351,357,278,297
男女計,日本人人口,2024年10月1日現在,,奈良県,"1,267",39,48,54,59,58,50,52,61,70,85,101,89,80,80,94,95,76,76
男女計,日本人人口,2024年10月1日現在,,和歌山県,871,27,32,37,38,33,32,36,43,48,57,67,60,59,59,67,66,52,59
男女計,日本人人口,2024年10月1日現在,,鳥取県,525,18,21,23,24,21,20,22,27,32,35,37,32,34,37,41,37,27,37
男女計,日本人人口,2024年10月1日現在,,島根県,631,21,26,28,29,24,23,26,31,36,42,44,38,40,44,51,47,34,50
男女計,日本人人口,2024年10月1日現在,,岡山県,"1,795",61,72,80,83,86,84,83,94,104,123,138,113,106,110,123,127,96,112
男女計,日本人人口,2024年10月1日現在,,広島県,"2,655",88,108,122,124,121,118,123,140,158,187,213,176,158,158,182,186,140,155
男女計,日本人人口,2024年10月1日現在,,山口県,"1,260",38,46,53,56,50,47,51,60,70,84,95,80,77,85,102,100,77,89
男女計,日本人人口,2024年10月1日現在,,徳島県,678,20,24,27,28,27,26,27,33,39,45,50,44,44,49,57,53,38,48
男女計,日本人人口,2024年10月1日現在,,香川県,899,29,35,39,41,37,34,39,46,53,64,70,58,54,59,67,69,48,58
男女計,日本人人口,2024年10月1日現在,,愛媛県,"1,259",37,46,54,55,47,47,52,62,72,86,95,83,82,87,101,95,70,87
男女計,日本人人口,2024年10月1日現在,,高知県,649,18,23,26,27,24,23,25,30,36,44,49,41,43,45,53,52,39,50
男女計,日本人人口,2024年10月1日現在,,福岡県,"4,989",181,214,231,232,253,252,250,280,319,353,372,314,290,298,343,311,231,266
男女計,日本人人口,2024年10月1日現在,,佐賀県,777,28,34,38,38,33,31,34,41,47,52,53,48,50,54,61,50,38,49
男女計,日本人人口,2024年10月1日現在,,長崎県,"1,237",41,51,56,56,45,44,50,60,70,79,86,81,85,92,104,88,65,84
男女計,日本人人口,2024年10月1日現在,,熊本県,"1,669",60,73,80,78,70,66,73,88,100,109,111,103,107,117,129,110,83,113
男女計,日本人人口,2024年10月1日現在,,大分県,"1,066",34,42,47,48,42,40,44,53,62,72,75,66,67,75,86,79,59,74
男女計,日本人人口,2024年10月1日現在,,宮崎県,"1,021",36,44,50,47,37,37,42,52,61,68,69,62,67,74,83,72,52,70
男女計,日本人人口,2024年10月1日現在,,鹿児島県,"1,513",53,65,73,69,56,55,62,77,90,96,98,93,102,117,125,100,76,106
男女計,日本人人口,2024年10月1日現在,,沖縄県,"1,437",68,79,83,78,68,69,76,87,94,101,104,90,87,90,92,60,47,64
男,総人口,2020年10月1日現在,,全国,"61,350","2,325","2,620","2,756","2,928","3,234","3,279","3,431","3,806","4,299","4,994","4,394","3,967","3,677","3,999","4,337","3,146","2,232","1,927"
男,総人口,2020年10月1日現在,,北海道,"2,465",83,97,105,114,117,116,127,144,169,195,169,164,163,188,192,131,99,93
男,総人口,2020年10月1日現在,,青森県,583,19,23,25,27,24,25,28,33,39,43,41,41,43,48,48,31,24,21
男,総人口,2020年10月1日現在,,岩手県,583,19,23,26,27,24,25,28,33,39,43,39,41,43,48,45,31,25,24
男,総人口,2020年10月1日現在,,宮城県,"1,123",41,47,50,57,63,58,63,72,81,88,76,72,73,80,77,52,38,36
男,総人口,2020年10月1日現在,,秋田県,452,13,16,19,19,16,17,20,25,30,32,29,32,36,41,40,26,22,21
男,総人口,2020年10月1日現在,,山形県,516,18,21,23,25,22,22,25,30,34,35,32,34,38,43,41,28,22,23
男,総人口,2020年10月1日現在,,福島県,904,31,36,39,43,40,43,47,53,61,66,60,63,68,74,68,45,34,33
男,総人口,2020年10月1日現在,,茨城県,"1,431",49,58,64,69,72,72,78,87,99,116,100,90,90,103,106,79,53,42
男,総人口,2020年10月1日現在,,栃木県,965,34,40,44,45,45,50,54,61,69,79,66,62,63,71,72,48,33,28
男,総人口,2020年10月1日現在,,群馬県,959,33,39,44,48,48,48,51,56,66,78,68,61,59,67,73,53,35,32
男,総人口,2020年10月1日現在,,埼玉県,"3,652",135,152,160,171,198,199,207,231,265,320,279,236,205,224,252,196,132,91
男,総人口,2020年10月1日現在,,千葉県,"3,118",113,128,136,146,171,170,177,197,223,268,236,200,176,193,219,168,114,84
男,総人口,2020年10月1日現在,,東京都,"6,898",267,272,264,280,427,498,485,515,543,599,546,461,359,345,381,282,199,174
男,総人口,2020年10月1日現在,,神奈川県,"4,588",170,189,198,212,265,266,265,295,336,402,376,315,253,256,288,222,156,123
男,総人口,2020年10月1日現在,,新潟県,"1,069",36,43,47,50,47,47,54,62,73,80,72,70,73,83,85,57,44,42
男,総人口,2020年10月1日現在,,富山県,503,18,20,22,24,24,24,25,28,35,42,35,31,31,34,42,29,20,18
男,総人口,2020年10月1日現在,,石川県,550,21,24,25,29,32,27,29,31,38,45,37,34,33,36,43,29,19,18
男,総人口,2020年10月1日現在,,福井県,374,14,17,18,19,18,19,20,22,25,29,24,24,24,26,28,19,14,14
男,総人口,2020年10月1日現在,,山梨県,397,14,16,18,21,20,19,20,22,25,30,29,27,26,29,29,22,15,15
男,総人口,2020年10月1日現在,,長野県,"1,000",36,42,47,48,43,46,49,55,68,79,70,65,63,69,76,58,42,43
男,総人口,2020年10月1日現在,,岐阜県,960,35,43,46,49,47,45,49,55,65,77,66,61,58,65,74,54,38,33
男,総人口,2020年10月1日現在,,静岡県,"1,791",65,77,83,85,81,88,97,108,122,144,128,117,112,123,133,99,70,59
男,総人口,2020年10月1日現在,,愛知県,"3,762",155,171,177,186,216,225,231,246,270,321,277,239,201,206,238,183,125,94
男,総人口,2020年10月1日現在,,三重県,864,32,37,40,42,42,44,46,51,58,70,61,57,52,57,64,48,34,30
男,総人口,2020年10月1日現在,,滋賀県,697,29,34,36,38,40,37,40,44,49,57,47,43,39,43,47,34,23,20
男,総人口,2020年10月1日現在,,京都府,"1,231",45,51,55,64,80,66,64,70,82,99,86,76,68,75,93,68,47,40
男,総人口,2020年10月1日現在,,大阪府,"4,236",163,177,188,206,244,240,241,255,289,361,323,274,227,246,295,231,160,117
男,総人口,2020年10月1日現在,,兵庫県,"2,600",102,116,123,129,130,125,136,152,174,213,188,169,155,169,193,143,98,84
男,総人口,2020年10月1日現在,,奈良県,624,23,27,29,33,31,26,29,34,39,49,43,40,38,44,50,39,27,22
男,総人口,2020年10月1日現在,,和歌山県,435,16,18,20,21,18,19,21,23,27,34,29,29,29,32,36,26,19,17
男,総人口,2020年10月1日現在,,鳥取県,264,11,12,13,13,12,11,13,16,18,20,16,16,18,21,21,14,10,10
男,総人口,2020年10月1日現在,,島根県,324,13,15,15,16,14,14,16,18,21,23,20,20,22,25,27,17,13,15
男,総人口,2020年10月1日現在,,岡山県,908,36,41,43,47,50,46,48,53,60,71,58,54,55,60,68,50,34,33
男,総人口,2020年10月1日現在,,広島県,"1,357",54,62,65,67,70,70,75,81,92,110,92,82,79,88,101,73,49,44
男,総人口,2020年10月1日現在,,山口県,637,23,27,29,31,30,28,31,35,41,49,40,38,41,49,55,38,27,26
男,総人口,2020年10月1日現在,,徳島県,343,12,14,15,16,16,15,17,20,22,25,22,22,24,28,30,19,14,14
男,総人口,2020年10月1日現在,,香川県,459,17,20,21,23,21,21,24,27,32,37,30,28,29,32,38,25,18,18
男,総人口,2020年10月1日現在,,愛媛県,633,23,27,29,30,28,28,31,36,42,49,41,41,42,48,53,35,26,26
男,総人口,2020年10月1日現在,,高知県,327,11,13,14,16,14,13,15,18,22,25,20,21,22,25,29,19,14,15
男,総人口,2020年10月1日現在,,福岡県,"2,431",105,118,118,123,139,129,136,155,171,188,158,144,146,165,170,114,80,70
男,総人口,2020年10月1日現在,,佐賀県,384,17,19,20,20,18,18,19,23,25,27,23,24,26,30,29,18,14,14
男,総人口,2020年10月1日現在,,長崎県,617,25,29,30,30,25,26,30,34,38,43,39,41,45,52,49,31,25,24
男,総人口,2020年10月1日現在,,熊本県,822,35,41,41,41,37,37,42,49,54,56,49,52,57,64,62,40,32,33
男,総人口,2020年10月1日現在,,大分県,533,21,24,25,26,24,24,27,31,36,38,32,32,36,41,43,30,22,22
男,総人口,2020年10月1日現在,,宮崎県,505,21,25,26,25,21,21,24,29,33,35,30,32,36,41,40,26,21,21
男,総人口,2020年10月1日現在,,鹿児島県,748,31,37,38,36,30,30,35,43,47,49,44,49,57,64,58,38,31,32
男,総人口,2020年10月1日現在,,沖縄県,723,40,42,42,40,38,39,43,47,50,55,47,45,46,49,38,24,21,18
男,総人口,2021年10月1日現在,,全国,"61,019","2,246","2,581","2,746","2,864","3,205","3,276","3,352","3,736","4,144","4,927","4,658","3,908","3,654","3,824","4,565","2,991","2,310","2,032"
男,総人口,2021年10月1日現在,,北海道,"2,446",80,95,103,112,117,116,123,141,162,193,178,159,161,178,201,128,100,97
男,総人口,2021年10月1日現在,,青森県,575,18,22,24,27,24,24,27,32,38,43,42,40,43,46,51,30,24,22
男,総人口,2021年10月1日現在,,岩手県,577,18,23,25,27,24,25,27,33,37,43,41,39,42,46,49,29,25,25
男,総人口,2021年10月1日現在,,宮城県,"1,117",39,47,50,54,63,58,62,70,78,88,80,69,71,77,83,50,39,37
男,総人口,2021年10月1日現在,,秋田県,446,12,16,18,19,16,17,19,24,29,32,30,30,35,39,43,25,21,22
男,総人口,2021年10月1日現在,,山形県,511,17,20,23,24,22,22,24,29,33,36,34,33,37,41,45,26,22,23
男,総人口,2021年10月1日現在,,福島県,894,30,35,38,42,39,42,46,53,59,66,62,60,66,72,75,43,34,34
男,総人口,2021年10月1日現在,,茨城県,"1,423",48,57,63,68,71,72,77,86,96,114,107,89,88,99,112,75,56,45
男,総人口,2021年10月1日現在,,栃木県,958,33,39,43,45,44,49,53,60,67,78,71,60,61,68,77,47,34,29
男,総人口,2021年10月1日現在,,群馬県,953,32,38,43,47,48,48,50,55,64,77,73,60,58,65,76,51,37,33
男,総人口,2021年10月1日現在,,埼玉県,"3,646",131,150,160,167,198,201,206,227,255,314,298,235,205,214,261,187,139,99
男,総人口,2021年10月1日現在,,千葉県,"3,111",110,127,136,142,170,170,175,194,215,262,252,199,176,184,227,160,120,91
男,総人口,2021年10月1日現在,,東京都,"6,875",255,272,267,271,422,501,475,504,529,590,571,466,369,331,395,268,205,184
男,総人口,2021年10月1日現在,,神奈川県,"4,584",165,187,197,207,264,271,263,290,324,392,395,319,258,244,300,212,162,133
男,総人口,2021年10月1日現在,,新潟県,"1,057",35,42,47,49,47,47,52,61,70,80,76,68,71,80,92,54,44,43
男,総人口,2021年10月1日現在,,富山県,498,17,20,22,24,23,24,25,28,33,42,37,31,30,33,44,28,20,19
男,総人口,2021年10月1日現在,,石川県,546,20,24,25,28,32,28,28,31,36,45,40,33,32,34,45,28,20,18
男,総人口,2021年10月1日現在,,福井県,371,14,16,18,19,17,18,19,21,24,29,26,23,24,25,31,18,14,14
男,総人口,2021年10月1日現在,,山梨県,395,14,16,17,20,20,19,19,22,24,30,30,27,26,28,31,21,16,15
男,総人口,2021年10月1日現在,,長野県,994,35,42,46,48,42,45,48,54,65,78,74,64,63,67,81,55,43,45
男,総人口,2021年10月1日現在,,岐阜県,952,34,41,46,48,46,44,47,54,62,76,71,60,58,62,78,51,40,35
男,総人口,2021年10月1日現在,,静岡県,"1,778",62,76,82,85,79,87,94,106,118,142,136,115,111,117,140,94,73,62
男,総人口,2021年10月1日現在,,愛知県,"3,746",150,168,177,181,214,224,226,242,261,315,297,238,202,199,246,175,131,101
男,総人口,2021年10月1日現在,,三重県,857,31,36,40,42,41,44,45,50,56,69,65,55,52,55,67,45,35,31
男,総人口,2021年10月1日現在,,滋賀県,696,29,33,35,37,40,37,39,43,48,56,51,42,39,41,50,32,24,21
男,総人口,2021年10月1日現在,,京都府,"1,223",43,50,54,61,79,68,63,69,79,97,92,76,68,70,96,65,49,43
男,総人口,2021年10月1日現在,,大阪府,"4,216",159,175,187,198,245,243,237,252,277,350,344,275,229,232,305,215,168,127
男,総人口,2021年10月1日現在,,兵庫県,"2,582",98,114,123,127,129,123,131,149,167,209,200,166,154,162,202,135,103,89
男,総人口,2021年10月1日現在,,奈良県,619,22,27,29,32,31,26,29,33,37,48,46,39,37,41,53,37,29,24
男,総人口,2021年10月1日現在,,和歌山県,431,15,18,20,21,18,19,20,23,26,33,31,28,28,31,38,24,19,18
男,総人口,2021年10月1日現在,,鳥取県,262,10,12,12,13,12,11,13,16,17,20,17,16,18,20,22,13,10,11
男,総人口,2021年10月1日現在,,島根県,322,12,14,15,16,13,14,15,18,21,24,21,19,21,24,29,17,13,15
男,総人口,2021年10月1日現在,,岡山県,902,35,40,43,46,50,46,47,52,57,71,63,53,53,57,72,48,36,35
男,総人口,2021年10月1日現在,,広島県,"1,347",52,61,65,66,70,69,73,80,88,109,99,80,78,84,105,70,51,47
男,総人口,2021年10月1日現在,,山口県,630,22,26,29,30,29,28,30,34,39,49,43,37,39,46,57,37,28,27
男,総人口,2021年10月1日現在,,徳島県,340,11,14,14,15,16,15,16,19,22,25,23,21,23,27,32,18,15,15
男,総人口,2021年10月1日現在,,香川県,455,17,20,21,22,20,21,23,26,30,37,32,27,28,31,40,24,18,19
男,総人口,2021年10月1日現在,,愛媛県,627,22,26,29,30,27,28,30,35,40,49,43,39,41,45,56,33,27,26
男,総人口,2021年10月1日現在,,高知県,323,11,13,14,15,14,13,14,17,21,25,22,20,22,24,30,19,14,15
男,総人口,2021年10月1日現在,,福岡県,"2,425",102,116,120,119,140,130,132,153,167,188,168,141,144,157,182,109,84,74
男,総人口,2021年10月1日現在,,佐賀県,382,16,19,20,20,18,17,19,22,25,27,24,23,26,29,31,17,14,14
男,総人口,2021年10月1日現在,,長崎県,610,24,28,30,30,25,25,28,34,37,43,40,39,44,49,53,30,25,25
男,総人口,2021年10月1日現在,,熊本県,818,34,40,42,41,37,37,40,48,52,57,51,50,55,62,67,39,33,35
男,総人口,2021年10月1日現在,,大分県,529,20,23,25,26,24,23,26,30,34,39,35,31,34,40,46,28,23,23
男,総人口,2021年10月1日現在,,宮崎県,501,21,24,26,25,20,21,23,28,32,35,31,30,34,39,43,25,21,22
男,総人口,2021年10月1日現在,,鹿児島県,743,31,36,38,36,30,30,34,42,46,49,46,46,55,62,63,36,31,32
男,総人口,2021年10月1日現在,,沖縄県,723,39,43,42,40,37,38,42,47,49,55,49,43,46,47,43,22,21,19
男,総人口,2022年10月1日現在,,全国,"60,758","2,174","2,535","2,720","2,830","3,216","3,295","3,300","3,668","4,028","4,792","4,756","4,036","3,684","3,665","4,405","3,151","2,392","2,111"
男,総人口,2022年10月1日現在,,北海道,"2,427",77,93,102,110,118,116,121,139,156,189,182,161,160,169,200,134,102,100
男,総人口,2022年10月1日現在,,青森県,568,17,21,24,26,24,24,26,31,36,42,42,40,42,44,50,32,24,22
男,総人口,2022年10月1日現在,,岩手県,570,17,22,25,26,24,24,27,31,36,42,41,39,41,44,48,31,25,25
男,総人口,2022年10月1日現在,,宮城県,"1,112",37,46,49,52,64,60,60,69,77,87,82,71,71,74,84,53,40,38
男,総人口,2022年10月1日現在,,秋田県,439,12,15,18,18,16,16,18,23,28,32,30,29,34,38,42,27,21,22
男,総人口,2022年10月1日現在,,山形県,505,16,20,22,24,22,21,23,28,32,36,34,32,36,39,45,28,22,24
男,総人口,2022年10月1日現在,,福島県,884,28,35,37,41,38,40,45,52,57,66,62,60,65,69,75,45,35,34
男,総人口,2022年10月1日現在,,茨城県,"1,418",46,56,62,66,72,72,75,85,94,112,110,92,87,95,110,79,59,47
男,総人口,2022年10月1日現在,,栃木県,952,31,38,42,45,45,48,51,59,65,76,73,62,60,65,75,50,36,30
男,総人口,2022年10月1日現在,,群馬県,947,31,37,42,46,47,48,49,54,61,75,74,62,58,62,74,54,39,34
男,総人口,2022年10月1日現在,,埼玉県,"3,643",128,148,158,166,198,203,205,223,249,302,306,248,208,204,250,194,146,107
男,総人口,2022年10月1日現在,,千葉県,"3,104",108,125,134,141,168,172,173,191,210,253,259,209,178,175,217,168,126,97
男,総人口,2022年10月1日現在,,東京都,"6,889",245,272,268,273,426,511,474,494,518,575,577,489,383,323,376,281,212,191
男,総人口,2022年10月1日現在,,神奈川県,"4,579",160,184,196,206,262,277,262,285,315,380,399,336,267,235,287,220,170,141
男,総人口,2022年10月1日現在,,新潟県,"1,046",33,41,46,48,46,46,50,59,68,79,77,69,70,76,89,59,45,44
男,総人口,2022年10月1日現在,,富山県,495,17,19,21,24,24,24,24,27,31,40,39,32,30,31,40,31,22,19
男,総人口,2022年10月1日現在,,石川県,543,19,23,25,28,32,28,27,30,34,44,41,34,32,33,42,31,21,19
男,総人口,2022年10月1日現在,,福井県,368,14,16,18,19,17,18,19,21,23,28,27,24,24,24,30,19,15,15
男,総人口,2022年10月1日現在,,山梨県,394,13,15,17,20,21,19,19,21,24,29,30,28,26,27,31,22,17,16
男,総人口,2022年10月1日現在,,長野県,988,34,41,45,48,42,45,47,53,62,76,76,65,63,65,78,57,45,46
男,総人口,2022年10月1日現在,,岐阜県,945,33,40,45,47,47,44,46,52,59,73,72,61,58,59,75,54,41,36
男,総人口,2022年10月1日現在,,静岡県,"1,766",60,73,81,84,80,86,91,104,114,138,138,119,111,113,137,98,75,65
男,総人口,2022年10月1日現在,,愛知県,"3,734",145,165,176,180,214,223,222,239,255,304,305,248,208,192,235,180,138,107
男,総人口,2022年10月1日現在,,三重県,851,30,35,39,42,41,43,44,49,54,67,66,57,53,52,64,47,36,32
男,総人口,2022年10月1日現在,,滋賀県,695,28,33,35,36,40,38,38,42,46,55,52,43,40,39,48,34,25,22
男,総人口,2022年10月1日現在,,京都府,"1,217",42,49,54,60,80,70,62,67,75,94,94,78,70,67,90,68,52,45
男,総人口,2022年10月1日現在,,大阪府,"4,202",156,172,185,195,247,247,235,249,268,335,353,286,236,220,286,222,176,134
男,総人口,2022年10月1日現在,,兵庫県,"2,567",95,112,122,126,130,123,129,146,161,201,205,172,156,155,193,142,107,92
男,総人口,2022年10月1日現在,,奈良県,614,21,26,29,31,31,26,28,32,36,46,47,40,38,39,51,38,30,25
男,総人口,2022年10月1日現在,,和歌山県,426,15,18,20,21,18,18,20,23,25,32,32,28,28,29,36,26,20,18
男,総人口,2022年10月1日現在,,鳥取県,260,10,12,12,13,12,11,12,15,17,19,18,16,17,19,22,14,10,11
男,総人口,2022年10月1日現在,,島根県,318,12,14,15,16,13,14,15,18,20,23,21,19,21,23,28,18,13,16
男,総人口,2022年10月1日現在,,岡山県,896,34,39,42,45,49,46,46,51,55,69,65,53,53,55,68,51,37,36
男,総人口,2022年10月1日現在,,広島県,"1,338",50,59,64,66,69,68,71,78,86,106,102,83,78,80,99,75,54,48
男,総人口,2022年10月1日現在,,山口県,624,21,26,28,30,29,27,29,33,38,47,45,38,39,43,55,39,29,27
男,総人口,2022年10月1日現在,,徳島県,336,11,13,14,15,16,15,15,18,21,25,23,21,22,25,31,20,15,15
男,総人口,2022年10月1日現在,,香川県,451,16,19,21,22,21,20,22,26,29,36,33,27,28,30,37,26,19,19
男,総人口,2022年10月1日現在,,愛媛県,620,21,26,29,29,27,27,29,34,39,47,45,39,41,43,54,36,27,27
男,総人口,2022年10月1日現在,,高知県,320,10,12,14,15,14,13,14,17,20,24,23,20,21,23,29,20,15,15
男,総人口,2022年10月1日現在,,福岡県,"2,423",100,115,120,118,141,132,130,151,164,185,174,144,143,150,178,116,87,76
男,総人口,2022年10月1日現在,,佐賀県,380,16,18,20,20,18,17,18,22,24,27,25,23,25,28,31,19,14,15
男,総人口,2022年10月1日現在,,長崎県,604,23,28,30,30,25,25,27,33,36,42,41,38,43,47,53,32,25,26
男,総人口,2022年10月1日現在,,熊本県,814,33,39,42,40,38,37,40,47,52,57,52,50,54,59,66,42,32,35
男,総人口,2022年10月1日現在,,大分県,526,19,23,25,26,25,23,25,30,33,39,35,31,34,38,45,30,23,23
男,総人口,2022年10月1日現在,,宮崎県,497,20,23,26,25,20,21,23,27,31,36,32,30,33,38,43,27,21,22
男,総人口,2022年10月1日現在,,鹿児島県,738,30,35,38,36,30,30,33,41,45,49,46,46,53,60,65,38,31,33
男,総人口,2022年10月1日現在,,沖縄県,723,38,42,43,40,37,38,41,47,48,55,50,44,45,46,45,23,21,20
男,総人口,2023年10月1日現在,,全国,"60,492","2,093","2,478","2,689","2,818","3,212","3,333","3,273","3,593","3,938","4,620","4,868","4,143","3,719","3,569","4,161","3,365","2,458","2,161"
男,総人口,2023年10月1日現在,,北海道,"2,405",73,90,100,108,117,117,119,135,152,183,186,163,161,162,193,143,103,101
男,総人口,2023年10月1日現在,,青森県,559,17,21,23,25,23,23,25,30,35,41,42,40,41,43,48,35,24,23
男,総人口,2023年10月1日現在,,岩手県,562,16,21,24,25,24,24,26,30,35,41,42,39,41,43,47,33,25,25
男,総人口,2023年10月1日現在,,宮城県,"1,105",36,44,48,52,63,60,59,67,75,85,84,72,70,72,81,57,41,39
男,総人口,2023年10月1日現在,,秋田県,432,11,14,17,18,16,16,18,22,27,32,31,29,33,36,41,28,20,22
男,総人口,2023年10月1日現在,,山形県,498,15,19,22,23,21,21,23,28,31,35,34,32,35,38,44,31,22,24
男,総人口,2023年10月1日現在,,福島県,873,26,34,37,40,38,39,43,50,56,64,64,59,63,67,73,50,35,34
男,総人口,2023年10月1日現在,,茨城県,"1,412",44,55,61,66,72,73,74,83,92,108,113,95,87,91,106,83,61,49
男,総人口,2023年10月1日現在,,栃木県,948,30,37,41,45,46,48,51,58,64,74,75,63,60,63,72,54,37,31
男,総人口,2023年10月1日現在,,群馬県,942,30,36,41,46,48,48,49,53,60,72,76,64,58,60,70,57,40,34
男,総人口,2023年10月1日現在,,埼玉県,"3,640",124,145,157,165,199,206,206,220,243,289,315,257,213,198,235,202,153,113
